INFO2023-01-11 17:02:47,190 basehttp 4696  13460 "GET /index/ HTTP/1.1" 200 8
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,282 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\encodings\utf_8.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\email\_encoded_words.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\utils\version.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\utils\cache.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1642412368.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1642412366.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\template\loaders\app_directories.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,283 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\ast.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\middleware\csrf.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\urls\converters.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\datetime.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\admin\templatetags\base.py first seen with mtime 1642412368.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\signing.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\io.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,284 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1642412368.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1642412366.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1642412372.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\sqlparse\engine\__init__.py first seen with mtime 1642412366.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\utils\http.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\template\loader_tags.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\tokenize.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,285 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\unittest\util.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\utils\formats.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\utils\hashable.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\contextvars.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\template\exceptions.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\core\mail\message.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\unittest\result.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\db\models\signals.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,286 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\site.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\platform.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\secrets.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\http\response.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\asyncio\base_futures.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\logging\__init__.py first seen with mtime 1659371368.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\Desktop\django_project\env\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1642412374.0
DEBUG2023-01-11 18:08:13,287 autoreload 10784  13676 File C:\Users\Admin\AppData\Local\Programs\Python\Python310\Lib\token.py first seen with mtime 1659371368.0
